"","W1Q50","COHORT","Bullied","W1Q52","W1Q53"
"1155",NA,"(3) Older",4,"(5) Out to no one at school","(4) Disagree strongly"
"1156",28,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1157",NA,"(1) Younger",1,"(3) Out to some people at school","(2) Agree"
"1158",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1159",14,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1160",20,"(2) Middle",1,"(5) Out to no one at school","(4) Disagree strongly"
"1161",40,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1162",NA,"(1) Younger",1,"(5) Out to no one at school","(3) Disagree"
"1163",25,"(3) Older",4,"(4) Out to a few people at school","(2) Agree"
"1164",18,"(2) Middle",2,"(5) Out to no one at school","(1) Agree strongly"
"1165",19,"(1) Younger",4,"(5) Out to no one at school","(1) Agree strongly"
"1166",19,"(3) Older",4,"(5) Out to no one at school","(4) Disagree strongly"
"1167",20,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1168",18,"(3) Older",4,"(5) Out to no one at school","(1) Agree strongly"
"1169",16,"(3) Older",1,"(2) Out to most people at school","(3) Disagree"
"1170",18,"(1) Younger",1,"(4) Out to a few people at school","(3) Disagree"
"1171",17,"(1) Younger",4,"(2) Out to most people at school","(2) Agree"
"1172",14,"(2) Middle",2,"(3) Out to some people at school","(3) Disagree"
"1173",24,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1174",NA,"(3) Older",4,"(5) Out to no one at school","(3) Disagree"
"1175",43,"(3) Older",4,"(5) Out to no one at school","(3) Disagree"
"1176",25,"(3) Older",4,"(5) Out to no one at school","(1) Agree strongly"
"1177",16,"(2) Middle",2,"(2) Out to most people at school","(2) Agree"
"1178",20,"(2) Middle",2,"(4) Out to a few people at school","(3) Disagree"
"1179",13,"(1) Younger",1,"(1) Out to everyone at school","(1) Agree strongly"
"1180",22,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1181",17,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1182",16,"(1) Younger",3,"(3) Out to some people at school","(2) Agree"
"1183",18,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1184",22,"(2) Middle",2,"(5) Out to no one at school","(2) Agree"
"1185",17,"(1) Younger",4,"(2) Out to most people at school","(1) Agree strongly"
"1186",20,"(1) Younger",2,"(5) Out to no one at school","(2) Agree"
"1187",15,"(1) Younger",4,"(1) Out to everyone at school","(2) Agree"
"1188",19,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1189",17,"(3) Older",1,"(5) Out to no one at school","(2) Agree"
"1190",22,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1191",16,"(1) Younger",2,"(2) Out to most people at school","(2) Agree"
"1192",NA,"(3) Older",4,"(5) Out to no one at school","(1) Agree strongly"
"1193",16,"(1) Younger",4,"(3) Out to some people at school","(3) Disagree"
"1194",20,"(1) Younger",2,"(5) Out to no one at school","(2) Agree"
"1195",30,"(3) Older",4,"(5) Out to no one at school","(1) Agree strongly"
"1196",19,"(3) Older",2,"(5) Out to no one at school","(2) Agree"
"1197",NA,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1198",17,"(1) Younger",4,"(2) Out to most people at school","(1) Agree strongly"
"1199",20,"(3) Older",4,"(4) Out to a few people at school","(1) Agree strongly"
"1200",NA,"(3) Older",3,"(5) Out to no one at school","(2) Agree"
"1201",16,"(2) Middle",1,"(1) Out to everyone at school","(2) Agree"
"1202",21,"(1) Younger",1,"(5) Out to no one at school","(3) Disagree"
"1203",14,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1204",20,"(1) Younger",3,"(5) Out to no one at school","(1) Agree strongly"
"1205",19,"(1) Younger",4,"(5) Out to no one at school","(1) Agree strongly"
"1206",42,"(3) Older",4,"(5) Out to no one at school","(4) Disagree strongly"
"1207",23,"(3) Older",2,"(5) Out to no one at school","(4) Disagree strongly"
"1208",17,"(3) Older",2,"(3) Out to some people at school","(2) Agree"
"1209",16,"(1) Younger",2,"(2) Out to most people at school","(3) Disagree"
"1210",18,"(2) Middle",4,"(4) Out to a few people at school","(3) Disagree"
"1211",14,"(2) Middle",1,"(2) Out to most people at school","(1) Agree strongly"
"1212",16,"(1) Younger",4,"(4) Out to a few people at school","(1) Agree strongly"
"1213",18,"(1) Younger",3,"(4) Out to a few people at school","(2) Agree"
"1214",NA,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1215",19,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1216",16,"(2) Middle",4,"(1) Out to everyone at school","(2) Agree"
"1217",18,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1218",23,"(3) Older",2,"(5) Out to no one at school","(1) Agree strongly"
"1219",17,"(1) Younger",4,"(3) Out to some people at school","(2) Agree"
"1220",18,"(3) Older",4,"(3) Out to some people at school","(2) Agree"
"1221",NA,"(1) Younger",4,"(4) Out to a few people at school","(3) Disagree"
"1222",18,"(1) Younger",2,"(1) Out to everyone at school","(1) Agree strongly"
"1223",19,"(3) Older",4,"(5) Out to no one at school","(4) Disagree strongly"
"1224",16,"(1) Younger",4,"(1) Out to everyone at school","(2) Agree"
"1225",15,"(1) Younger",1,"(2) Out to most people at school","(2) Agree"
"1226",16,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1227",15,"(1) Younger",4,"(3) Out to some people at school","(1) Agree strongly"
"1228",15,"(1) Younger",2,"(1) Out to everyone at school","(1) Agree strongly"
"1229",NA,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1230",25,"(1) Younger",4,"(4) Out to a few people at school","(3) Disagree"
"1231",16,"(1) Younger",1,"(1) Out to everyone at school","(4) Disagree strongly"
"1232",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1233",20,"(2) Middle",4,"(5) Out to no one at school","(3) Disagree"
"1234",16,"(3) Older",4,"(2) Out to most people at school","(1) Agree strongly"
"1235",NA,"(1) Younger",1,"(2) Out to most people at school","(2) Agree"
"1236",17,"(1) Younger",4,"(4) Out to a few people at school","(1) Agree strongly"
"1237",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1238",13,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1239",22,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1240",17,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1241",18,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1242",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1243",16,"(1) Younger",3,"(2) Out to most people at school","(2) Agree"
"1244",23,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1245",16,"(3) Older",1,"(2) Out to most people at school","(3) Disagree"
"1246",21,"(2) Middle",3,"(5) Out to no one at school","(1) Agree strongly"
"1247",27,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1248",18,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1249",22,"(1) Younger",2,"(4) Out to a few people at school","(1) Agree strongly"
"1250",18,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1251",12,"(1) Younger",4,"(1) Out to everyone at school","(2) Agree"
"1252",17,"(1) Younger",4,"(1) Out to everyone at school","(3) Disagree"
"1253",15,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1254",25,"(2) Middle",2,"(4) Out to a few people at school","(3) Disagree"
"1255",23,"(1) Younger",1,"(4) Out to a few people at school","(2) Agree"
"1256",30,"(3) Older",4,NA,"(3) Disagree"
"1257",21,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1258",14,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1259",20,"(1) Younger",4,"(4) Out to a few people at school","(1) Agree strongly"
"1260",20,"(1) Younger",1,"(1) Out to everyone at school","(2) Agree"
"1261",NA,"(1) Younger",4,"(5) Out to no one at school","(4) Disagree strongly"
"1262",18,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1263",16,"(1) Younger",4,"(1) Out to everyone at school","(3) Disagree"
"1264",19,"(1) Younger",4,"(3) Out to some people at school","(1) Agree strongly"
"1265",13,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1266",22,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1267",NA,"(2) Middle",4,"(5) Out to no one at school","(4) Disagree strongly"
"1268",NA,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1269",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1270",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1271",15,"(2) Middle",4,"(2) Out to most people at school","(2) Agree"
"1272",NA,"(1) Younger",4,"(2) Out to most people at school","(1) Agree strongly"
"1273",NA,"(1) Younger",1,"(5) Out to no one at school","(3) Disagree"
"1274",21,"(2) Middle",4,"(4) Out to a few people at school","(1) Agree strongly"
"1275",NA,"(1) Younger",4,"(5) Out to no one at school",NA
"1276",19,"(2) Middle",4,"(5) Out to no one at school","(1) Agree strongly"
"1277",16,"(1) Younger",1,"(1) Out to everyone at school","(1) Agree strongly"
"1278",24,"(3) Older",2,"(5) Out to no one at school","(2) Agree"
"1279",25,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1280",NA,"(1) Younger",4,"(2) Out to most people at school","(1) Agree strongly"
"1281",17,"(1) Younger",1,"(1) Out to everyone at school","(3) Disagree"
"1282",21,"(3) Older",3,"(4) Out to a few people at school","(2) Agree"
"1283",19,"(1) Younger",4,"(4) Out to a few people at school","(1) Agree strongly"
"1284",17,"(1) Younger",1,"(3) Out to some people at school","(2) Agree"
"1285",17,"(2) Middle",4,"(4) Out to a few people at school","(2) Agree"
"1286",NA,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1287",27,"(2) Middle",2,"(5) Out to no one at school","(1) Agree strongly"
"1288",16,"(1) Younger",4,"(4) Out to a few people at school","(3) Disagree"
"1289",10,"(1) Younger",1,"(4) Out to a few people at school","(4) Disagree strongly"
"1290",18,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1291",19,"(2) Middle",4,"(5) Out to no one at school","(1) Agree strongly"
"1292",19,"(3) Older",2,"(4) Out to a few people at school","(1) Agree strongly"
"1293",20,"(2) Middle",1,"(5) Out to no one at school","(2) Agree"
"1294",17,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1295",18,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1296",17,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1297",16,"(1) Younger",1,"(1) Out to everyone at school","(2) Agree"
"1298",22,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1299",NA,"(1) Younger",4,"(2) Out to most people at school","(1) Agree strongly"
"1300",19,"(2) Middle",2,"(4) Out to a few people at school","(1) Agree strongly"
"1301",23,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1302",27,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1303",16,"(3) Older",2,"(5) Out to no one at school","(2) Agree"
"1304",10,"(2) Middle",4,"(5) Out to no one at school","(1) Agree strongly"
"1305",23,"(2) Middle",1,"(4) Out to a few people at school","(1) Agree strongly"
"1306",29,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1307",14,"(3) Older",4,"(3) Out to some people at school","(1) Agree strongly"
"1308",18,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1309",16,"(2) Middle",1,"(5) Out to no one at school","(1) Agree strongly"
"1310",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1311",27,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1312",20,"(1) Younger",4,"(3) Out to some people at school","(2) Agree"
"1313",16,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1314",19,"(1) Younger",4,"(4) Out to a few people at school","(3) Disagree"
"1315",13,"(1) Younger",1,"(1) Out to everyone at school","(2) Agree"
"1316",NA,"(3) Older",4,"(5) Out to no one at school","(3) Disagree"
"1317",NA,"(2) Middle",4,"(1) Out to everyone at school","(2) Agree"
"1318",16,"(1) Younger",3,"(3) Out to some people at school","(2) Agree"
"1319",14,"(1) Younger",1,"(1) Out to everyone at school","(1) Agree strongly"
"1320",17,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1321",15,"(1) Younger",1,"(1) Out to everyone at school","(1) Agree strongly"
"1322",16,"(3) Older",4,"(5) Out to no one at school","(1) Agree strongly"
"1323",20,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1324",22,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1325",12,"(2) Middle",1,"(4) Out to a few people at school","(2) Agree"
"1326",NA,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1327",18,"(2) Middle",4,"(5) Out to no one at school","(3) Disagree"
"1328",21,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1329",18,"(1) Younger",1,"(5) Out to no one at school","(2) Agree"
"1330",18,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1331",17,"(1) Younger",4,"(2) Out to most people at school","(2) Agree"
"1332",20,"(2) Middle",2,"(5) Out to no one at school","(3) Disagree"
"1333",19,"(2) Middle",4,"(5) Out to no one at school","(1) Agree strongly"
"1334",18,"(3) Older",2,"(5) Out to no one at school","(2) Agree"
"1335",19,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1336",14,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1337",NA,"(1) Younger",4,"(3) Out to some people at school","(3) Disagree"
"1338",13,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1339",24,"(2) Middle",4,"(5) Out to no one at school","(3) Disagree"
"1340",16,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1341",18,"(2) Middle",2,"(4) Out to a few people at school","(1) Agree strongly"
"1342",17,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1343",20,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1344",19,"(2) Middle",3,"(1) Out to everyone at school","(2) Agree"
"1345",26,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1346",18,"(3) Older",4,"(5) Out to no one at school","(3) Disagree"
"1347",28,"(3) Older",2,"(5) Out to no one at school","(3) Disagree"
"1348",16,"(2) Middle",1,"(1) Out to everyone at school","(3) Disagree"
"1349",18,"(2) Middle",2,"(4) Out to a few people at school","(2) Agree"
"1350",21,"(1) Younger",2,"(4) Out to a few people at school","(2) Agree"
"1351",17,"(1) Younger",4,"(2) Out to most people at school","(2) Agree"
"1352",24,"(2) Middle",3,"(3) Out to some people at school","(2) Agree"
"1353",22,"(2) Middle",4,"(5) Out to no one at school","(3) Disagree"
"1354",19,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1355",22,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1356",14,"(1) Younger",2,"(2) Out to most people at school","(2) Agree"
"1357",NA,"(1) Younger",4,"(5) Out to no one at school","(4) Disagree strongly"
"1358",16,"(1) Younger",4,"(4) Out to a few people at school","(4) Disagree strongly"
"1359",20,"(3) Older",1,"(5) Out to no one at school","(1) Agree strongly"
"1360",14,"(1) Younger",4,"(2) Out to most people at school","(2) Agree"
"1361",18,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1362",19,"(2) Middle",1,"(5) Out to no one at school","(2) Agree"
"1363",NA,"(2) Middle",4,"(4) Out to a few people at school","(2) Agree"
"1364",12,"(1) Younger",1,"(2) Out to most people at school","(4) Disagree strongly"
"1365",20,"(3) Older",2,"(5) Out to no one at school","(2) Agree"
"1366",14,"(2) Middle",3,"(5) Out to no one at school","(1) Agree strongly"
"1367",NA,"(1) Younger",2,"(5) Out to no one at school","(2) Agree"
"1368",NA,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1369",19,"(3) Older",4,"(4) Out to a few people at school","(2) Agree"
"1370",17,"(1) Younger",1,"(5) Out to no one at school","(3) Disagree"
"1371",21,"(3) Older",1,"(5) Out to no one at school","(3) Disagree"
"1372",18,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1373",18,"(1) Younger",1,"(5) Out to no one at school","(2) Agree"
"1374",14,"(2) Middle",1,"(2) Out to most people at school","(2) Agree"
"1375",16,"(1) Younger",2,"(2) Out to most people at school","(3) Disagree"
"1376",NA,"(1) Younger",2,"(1) Out to everyone at school","(1) Agree strongly"
"1377",14,"(1) Younger",4,"(1) Out to everyone at school","(3) Disagree"
"1378",35,"(3) Older",2,"(5) Out to no one at school","(1) Agree strongly"
"1379",17,"(1) Younger",2,"(1) Out to everyone at school","(2) Agree"
"1380",16,"(1) Younger",2,"(2) Out to most people at school","(3) Disagree"
"1381",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1382",13,"(2) Middle",1,"(1) Out to everyone at school","(1) Agree strongly"
"1383",18,"(1) Younger",3,"(3) Out to some people at school","(2) Agree"
"1384",19,"(1) Younger",1,"(5) Out to no one at school","(2) Agree"
"1385",19,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1386",17,"(1) Younger",3,"(4) Out to a few people at school","(1) Agree strongly"
"1387",7,"(1) Younger",4,"(3) Out to some people at school","(2) Agree"
"1388",17,"(1) Younger",4,"(3) Out to some people at school","(1) Agree strongly"
"1389",13,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1390",23,"(2) Middle",4,"(5) Out to no one at school","(4) Disagree strongly"
"1391",18,"(3) Older",1,"(4) Out to a few people at school","(3) Disagree"
"1392",19,"(3) Older",4,"(5) Out to no one at school","(3) Disagree"
"1393",17,"(3) Older",4,"(5) Out to no one at school","(3) Disagree"
"1394",12,"(1) Younger",1,"(2) Out to most people at school","(2) Agree"
"1395",34,"(2) Middle",4,"(5) Out to no one at school","(3) Disagree"
"1396",40,"(3) Older",4,"(4) Out to a few people at school","(1) Agree strongly"
"1397",23,"(2) Middle",3,"(5) Out to no one at school","(1) Agree strongly"
"1398",13,"(1) Younger",4,"(1) Out to everyone at school","(2) Agree"
"1399",20,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1400",NA,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1401",12,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1402",52,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1403",16,"(1) Younger",4,"(5) Out to no one at school","(1) Agree strongly"
"1404",16,"(2) Middle",1,"(4) Out to a few people at school","(2) Agree"
"1405",19,"(1) Younger",4,"(1) Out to everyone at school","(1) Agree strongly"
"1406",16,"(1) Younger",4,"(5) Out to no one at school","(1) Agree strongly"
"1407",19,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1408",13,"(2) Middle",3,"(1) Out to everyone at school","(2) Agree"
"1409",23,"(1) Younger",4,"(4) Out to a few people at school","(3) Disagree"
"1410",17,"(2) Middle",2,"(4) Out to a few people at school","(1) Agree strongly"
"1411",15,"(2) Middle",1,"(2) Out to most people at school","(2) Agree"
"1412",21,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1413",20,"(1) Younger",1,"(4) Out to a few people at school","(2) Agree"
"1414",28,"(2) Middle",1,"(5) Out to no one at school","(2) Agree"
"1415",NA,"(1) Younger",1,"(4) Out to a few people at school","(3) Disagree"
"1416",NA,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1417",20,"(1) Younger",4,"(4) Out to a few people at school","(2) Agree"
"1418",18,"(3) Older",4,"(5) Out to no one at school","(1) Agree strongly"
"1419",NA,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1420",19,"(2) Middle",3,"(5) Out to no one at school","(1) Agree strongly"
"1421",14,"(1) Younger",1,"(1) Out to everyone at school","(2) Agree"
"1422",NA,"(1) Younger",4,"(2) Out to most people at school","(2) Agree"
"1423",18,"(1) Younger",2,"(2) Out to most people at school","(2) Agree"
"1424",35,"(3) Older",2,"(5) Out to no one at school","(2) Agree"
"1425",NA,"(1) Younger",4,"(5) Out to no one at school","(1) Agree strongly"
"1426",19,"(2) Middle",4,"(1) Out to everyone at school","(2) Agree"
"1427",NA,"(2) Middle",4,"(5) Out to no one at school","(2) Agree"
"1428",22,"(1) Younger",4,"(5) Out to no one at school","(2) Agree"
"1429",17,"(1) Younger",2,"(3) Out to some people at school","(2) Agree"
"1430",NA,"(1) Younger",3,"(3) Out to some people at school","(3) Disagree"
"1431",17,"(1) Younger",4,"(2) Out to most people at school","(1) Agree strongly"
"1432",18,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1433",17,"(1) Younger",4,"(5) Out to no one at school","(3) Disagree"
"1434",22,"(3) Older",4,"(5) Out to no one at school","(2) Agree"
"1435",15,"(1) Younger",1,"(3) Out to some people at school","(2) Agree"
